building_upgrades_junction_tables
0
from	to
wh_main_special_settlement_couronne_4_emp	wh_main_special_settlement_couronne_5_emp
wh_main_special_settlement_couronne_4_vmp	wh_main_special_settlement_couronne_5_vmp
wh_main_special_settlement_couronne_ruin_emp	wh_main_special_settlement_couronne_1_emp
wh_main_special_settlement_couronne_ruin_vmp	wh_main_special_settlement_couronne_1_vmp
wh_main_special_settlement_couronne_ruin	wh_main_special_settlement_couronne_1_brt
wh_main_special_settlement_eight_peaks_1_dwf	wh_main_special_settlement_eight_peaks_2_dwf
wh_main_special_settlement_eight_peaks_1_grn	wh_main_special_settlement_eight_peaks_2_grn
wh_main_special_settlement_eight_peaks_1_norsca	wh_main_special_settlement_eight_peaks_2_norsca
wh_main_special_settlement_eight_peaks_1_savage	wh_main_special_settlement_eight_peaks_2_savage
wh_main_special_settlement_eight_peaks_2_dwf	wh_main_special_settlement_eight_peaks_3_dwf
wh_main_special_settlement_eight_peaks_2_grn	wh_main_special_settlement_eight_peaks_3_grn
wh_main_special_settlement_eight_peaks_2_norsca	wh_main_special_settlement_eight_peaks_3_norsca
wh_main_special_settlement_eight_peaks_2_savage	wh_main_special_settlement_eight_peaks_3_savage
wh_main_special_settlement_eight_peaks_3_dwf	wh_main_special_settlement_eight_peaks_4_dwf
wh_main_special_settlement_eight_peaks_3_grn	wh_main_special_settlement_eight_peaks_4_grn
wh_main_special_settlement_eight_peaks_4_dwf	wh_main_special_settlement_eight_peaks_5_dwf
wh_main_special_settlement_eight_peaks_4_grn	wh_main_special_settlement_eight_peaks_5_grn
wh_main_special_settlement_eight_peaks_dwf_ruin	wh_main_special_settlement_eight_peaks_1_dwf
wh_main_special_settlement_eight_peaks_grn_ruin	wh_main_special_settlement_eight_peaks_1_grn
wh_main_special_settlement_eight_peaks_norsca_ruin	wh_main_special_settlement_eight_peaks_1_norsca
wh_main_special_settlement_eight_peaks_savage_ruin	wh_main_special_settlement_eight_peaks_1_savage
wh_main_special_settlement_karaz_a_karak_1_dwf	wh_main_special_settlement_karaz_a_karak_2_dwf
wh_main_special_settlement_karaz_a_karak_1_grn	wh_main_special_settlement_karaz_a_karak_2_grn
wh_main_special_settlement_karaz_a_karak_1_norsca	wh_main_special_settlement_karaz_a_karak_2_norsca
wh_main_special_settlement_karaz_a_karak_1_savage	wh_main_special_settlement_karaz_a_karak_2_savage
wh_main_special_settlement_karaz_a_karak_2_dwf	wh_main_special_settlement_karaz_a_karak_3_dwf
wh_main_special_settlement_karaz_a_karak_2_grn	wh_main_special_settlement_karaz_a_karak_3_grn
wh_main_special_settlement_karaz_a_karak_2_norsca	wh_main_special_settlement_karaz_a_karak_3_norsca
wh_main_special_settlement_karaz_a_karak_2_savage	wh_main_special_settlement_karaz_a_karak_3_savage
wh_main_special_settlement_karaz_a_karak_3_dwf	wh_main_special_settlement_karaz_a_karak_4_dwf
wh_main_special_settlement_karaz_a_karak_3_grn	wh_main_special_settlement_karaz_a_karak_4_grn
wh_main_special_settlement_karaz_a_karak_4_dwf	wh_main_special_settlement_karaz_a_karak_5_dwf
wh_main_special_settlement_karaz_a_karak_4_grn	wh_main_special_settlement_karaz_a_karak_5_grn
wh_main_special_settlement_karaz_a_karak_ruin_grn	wh_main_special_settlement_karaz_a_karak_1_grn
wh_main_special_settlement_karaz_a_karak_ruin_norsca	wh_main_special_settlement_karaz_a_karak_1_norsca
wh_main_special_settlement_karaz_a_karak_ruin_savage	wh_main_special_settlement_karaz_a_karak_1_savage
wh_main_special_settlement_karaz_a_karak_ruin	wh_main_special_settlement_karaz_a_karak_1_dwf
wh_main_special_settlement_kislev_1_brt	wh_main_special_settlement_kislev_2_brt
wh_main_special_settlement_kislev_1_emp	wh_main_special_settlement_kislev_2_emp
wh_main_special_settlement_kislev_1_ksl	wh_main_special_settlement_kislev_2_ksl
wh_main_special_settlement_kislev_1_vmp	wh_main_special_settlement_kislev_2_vmp
wh_main_special_settlement_kislev_2_brt	wh_main_special_settlement_kislev_3_brt
wh_main_special_settlement_kislev_2_emp	wh_main_special_settlement_kislev_3_emp
wh_main_special_settlement_kislev_2_ksl	wh_main_special_settlement_kislev_3_ksl
wh_main_special_settlement_kislev_2_vmp	wh_main_special_settlement_kislev_3_vmp
wh_main_special_settlement_kislev_3_brt	wh_main_special_settlement_kislev_4_brt
wh_main_special_settlement_kislev_3_emp	wh_main_special_settlement_kislev_4_emp
wh_main_special_settlement_kislev_3_ksl	wh_main_special_settlement_kislev_4_ksl
wh_main_special_settlement_kislev_3_vmp	wh_main_special_settlement_kislev_4_vmp
wh_main_special_settlement_kislev_4_brt	wh_main_special_settlement_kislev_5_brt
wh_main_special_settlement_kislev_4_emp	wh_main_special_settlement_kislev_5_emp
wh_main_special_settlement_kislev_4_ksl	wh_main_special_settlement_kislev_5_ksl
wh_main_special_settlement_kislev_4_vmp	wh_main_special_settlement_kislev_5_vmp
wh_main_special_settlement_kislev_ruin_brt	wh_main_special_settlement_kislev_1_brt
wh_main_special_settlement_kislev_ruin_emp	wh_main_special_settlement_kislev_1_emp
wh_main_special_settlement_kislev_ruin_vmp	wh_main_special_settlement_kislev_1_vmp
wh_main_special_settlement_kislev_ruin	wh_main_special_settlement_kislev_1_ksl
wh_main_special_settlement_miragliano_1_brt	wh_main_special_settlement_miragliano_2_brt
wh_main_special_settlement_miragliano_1_emp	wh_main_special_settlement_miragliano_2_emp
wh_main_special_settlement_miragliano_1_teb	wh_main_special_settlement_miragliano_2_teb
wh_main_special_settlement_miragliano_1_vmp	wh_main_special_settlement_miragliano_2_vmp
wh_main_special_settlement_miragliano_2_brt	wh_main_special_settlement_miragliano_3_brt
wh_main_special_settlement_miragliano_2_emp	wh_main_special_settlement_miragliano_3_emp
wh_main_special_settlement_miragliano_2_teb	wh_main_special_settlement_miragliano_3_teb
wh_main_special_settlement_miragliano_2_vmp	wh_main_special_settlement_miragliano_3_vmp
wh_main_special_settlement_miragliano_3_brt	wh_main_special_settlement_miragliano_4_brt
wh_main_special_settlement_miragliano_3_emp	wh_main_special_settlement_miragliano_4_emp
wh_main_special_settlement_miragliano_3_teb	wh_main_special_settlement_miragliano_4_teb
wh_main_special_settlement_miragliano_3_vmp	wh_main_special_settlement_miragliano_4_vmp
wh_main_special_settlement_miragliano_4_brt	wh_main_special_settlement_miragliano_5_brt
wh_main_special_settlement_miragliano_4_emp	wh_main_special_settlement_miragliano_5_emp
wh_main_special_settlement_miragliano_4_teb	wh_main_special_settlement_miragliano_5_teb
wh_main_special_settlement_miragliano_4_vmp	wh_main_special_settlement_miragliano_5_vmp
wh_main_special_settlement_miragliano_ruin_brt	wh_main_special_settlement_miragliano_1_brt
wh_main_special_settlement_miragliano_ruin_emp	wh_main_special_settlement_miragliano_1_emp
wh_main_special_settlement_miragliano_ruin_vmp	wh_main_special_settlement_miragliano_1_vmp
wh_main_special_settlement_miragliano_ruin	wh_main_special_settlement_miragliano_1_teb
wh_main_talabec_worship_1	wh_main_talabec_worship_2
wh_main_teb_port_1	wh_main_teb_port_2
wh_main_teb_port_2	wh_main_teb_port_3
wh_main_teb_port_ruin	wh_main_teb_port_1
wh_main_teb_walls_1	wh_main_teb_walls_2
wh_main_teb_walls_2	wh_main_teb_walls_3
wh_main_teb_worship_1	wh_main_teb_worship_2
wh_main_vmp_armoury_1	wh_main_vmp_armoury_2
wh_main_vmp_balefire_1	wh_main_vmp_balefire_2
wh_main_vmp_balefire_2	wh_main_vmp_balefire_3
wh_main_vmp_bindingcircle_1	wh_main_vmp_bindingcircle_2
wh_main_vmp_bindingcircle_2	wh_main_vmp_bindingcircle_3
wh_main_vmp_cemetary_1	wh_main_vmp_cemetary_2
wh_main_vmp_cemetary_2	wh_main_vmp_cemetary_3
wh_main_vmp_forest_1	wh_main_vmp_forest_2
wh_main_vmp_garrison_1	wh_main_vmp_garrison_2
wh_main_vmp_necromancers_1	wh_main_vmp_necromancers_2
wh_main_vmp_ossuary_1	wh_main_vmp_ossuary_2
wh_main_vmp_ossuary_2	wh_main_vmp_ossuary_3
wh_main_vmp_outpostnorsca_major_1_coast	wh_main_vmp_outpostnorsca_major_2_coast
wh_main_vmp_outpostnorsca_major_1	wh_main_vmp_outpostnorsca_major_2
wh_main_vmp_outpostnorsca_major_2_coast	wh_main_vmp_outpostnorsca_major_3_coast
wh_main_vmp_outpostnorsca_major_2	wh_main_vmp_outpostnorsca_major_3
wh_main_vmp_outpostnorsca_major_3_coast	wh_main_vmp_outpostnorsca_major_4_coast
wh_main_vmp_outpostnorsca_major_3	wh_main_vmp_outpostnorsca_major_4
wh_main_vmp_outpostnorsca_major_4_coast	wh_main_vmp_outpostnorsca_major_5_coast
wh_main_vmp_outpostnorsca_major_4	wh_main_vmp_outpostnorsca_major_5
wh_main_vmp_outpostnorsca_minor_1_coast	wh_main_vmp_outpostnorsca_minor_2_coast
wh_main_vmp_outpostnorsca_minor_1	wh_main_vmp_outpostnorsca_minor_2
wh_main_vmp_outpostnorsca_minor_2_coast	wh_main_vmp_outpostnorsca_minor_3_coast
wh_main_vmp_outpostnorsca_minor_2	wh_main_vmp_outpostnorsca_minor_3
wh_main_vmp_outpostnorsca_ruin_major_coast	wh_main_vmp_outpostnorsca_major_1_coast
wh_main_vmp_outpostnorsca_ruin_major	wh_main_vmp_outpostnorsca_major_1
wh_main_vmp_outpostnorsca_ruin_minor_coast	wh_main_vmp_outpostnorsca_minor_1_coast
wh_main_vmp_outpostnorsca_ruin_minor	wh_main_vmp_outpostnorsca_minor_1
wh_main_vmp_port_1	wh_main_vmp_port_2
wh_main_vmp_port_2	wh_main_vmp_port_3
wh_main_vmp_port_ruin	wh_main_vmp_port_1
wh_main_vmp_repression_1	wh_main_vmp_repression_2
wh_main_vmp_resource_dyes_1	wh_main_vmp_resource_dyes_2
wh_main_vmp_resource_dyes_2	wh_main_vmp_resource_dyes_3
wh_main_vmp_resource_furs_1	wh_main_vmp_resource_furs_2
wh_main_vmp_resource_furs_2	wh_main_vmp_resource_furs_3
wh_main_vmp_resource_gold_1	wh_main_vmp_resource_gold_2
wh_main_vmp_resource_gold_2	wh_main_vmp_resource_gold_3
wh_main_vmp_resource_iron_1	wh_main_vmp_resource_iron_2
wh_main_vmp_resource_iron_2	wh_main_vmp_resource_iron_3
wh_main_vmp_resource_marble_1	wh_main_vmp_resource_marble_2
wh_main_vmp_resource_marble_2	wh_main_vmp_resource_marble_3
wh_main_vmp_resource_pastures_1	wh_main_vmp_resource_pastures_2
wh_main_vmp_resource_pastures_2	wh_main_vmp_resource_pastures_3
wh_main_vmp_resource_pottery_1	wh_main_vmp_resource_pottery_2
wh_main_vmp_resource_pottery_2	wh_main_vmp_resource_pottery_3
wh_main_vmp_resource_salt_1	wh_main_vmp_resource_salt_2
wh_main_vmp_resource_salt_2	wh_main_vmp_resource_salt_3
wh_main_vmp_resource_timber_1	wh_main_vmp_resource_timber_2
wh_main_vmp_resource_timber_2	wh_main_vmp_resource_timber_3
wh_main_vmp_resource_wine_1	wh_main_vmp_resource_wine_2
wh_main_vmp_resource_wine_2	wh_main_vmp_resource_wine_3
wh_main_vmp_settlement_major_1_coast	wh_main_vmp_settlement_major_2_coast
wh_main_vmp_settlement_major_1	wh_main_vmp_settlement_major_2
wh_main_vmp_settlement_major_2_coast	wh_main_vmp_settlement_major_3_coast
wh_main_vmp_settlement_major_2	wh_main_vmp_settlement_major_3
wh_main_vmp_settlement_major_3_coast	wh_main_vmp_settlement_major_4_coast
wh_main_vmp_settlement_major_3	wh_main_vmp_settlement_major_4
wh_main_vmp_settlement_major_4_coast	wh_main_vmp_settlement_major_5_coast
wh_main_vmp_settlement_major_4	wh_main_vmp_settlement_major_5
wh_main_vmp_settlement_minor_1_coast	wh_main_vmp_settlement_minor_2_coast
wh_main_vmp_settlement_minor_1	wh_main_vmp_settlement_minor_2
wh_main_vmp_settlement_minor_2_coast	wh_main_vmp_settlement_minor_3_coast
wh_main_vmp_settlement_minor_2	wh_main_vmp_settlement_minor_3
wh_main_vmp_settlement_ruin_major_coast	wh_main_vmp_settlement_major_1_coast
wh_main_vmp_settlement_ruin_major	wh_main_vmp_settlement_major_1
wh_main_vmp_settlement_ruin_minor_coast	wh_main_vmp_settlement_minor_1_coast
wh_main_vmp_settlement_ruin_minor	wh_main_vmp_settlement_minor_1
wh_main_vmp_vampires_1	wh_main_vmp_vampires_2
wh_main_vmp_walls_1	wh_main_vmp_walls_2
wh_main_vmp_walls_2	wh_main_vmp_walls_3
