Changes between .\build_effects_base.tsv (old) and .\new_build_effects.tsv (new)
Entry	Column	Old Value	New Value
EK:  wh_main_grn_settlement_minor_3_skarsnik  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_minor_3_skarsnik', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_colony_major_hef_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_colony_major_hef_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_dwf_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_dwf_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_karaz_a_karak_def_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_karaz_a_karak_def_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_grn_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_grn_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_brt_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_brt_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_dwf_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_dwf_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_black_crag_4_grn  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_black_crag_4_grn', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_couronne_4_brt  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_couronne_4_brt', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_altdorf_1_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_altdorf_1_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_3_wurrzag  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_3_wurrzag', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_black_crag_3_norsca  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_black_crag_3_norsca', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_lzd_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_lzd_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_khemri_brt_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_khemri_brt_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_grn_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_grn_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_hef_settlement_major_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_hef_settlement_major_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_itza_grn_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_itza_grn_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_altdorf_1_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_altdorf_1_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_outpostnorsca_major_5_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_emp_outpostnorsca_major_5_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_smith_3  TO  wh_main_effect_unit_recruitment_points	value	1	2
EK:  wh2_main_special_settlement_miragliano_hef_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_hef_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_other_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_other_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_settlement_major_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_settlement_major_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_nor_settlement_major_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_nor_settlement_major_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_settlement_minor_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_emp_settlement_minor_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_nor_settlement_minor_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_nor_settlement_minor_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_black_crag_vmp_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_black_crag_vmp_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_settlement_major_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_major_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_settlement_minor_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_settlement_minor_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_other_lzd_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_other_lzd_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_hexoatl_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_hexoatl_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_castle_drakenhof_2_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_castle_drakenhof_2_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_hef_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_hef_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_settlement_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_settlement_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_eight_peaks_3_dwf  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_eight_peaks_3_dwf', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_lzd_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_lzd_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_savage_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_savage_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_hef_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_hef_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_grn_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_grn_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_lzd_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_lzd_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_outpostnorsca_minor_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_outpostnorsca_minor_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_smiths_2  TO  wh_main_effect_unit_recruitment_points	value	1	2
EK:  wh2_main_special_settlement_khemri_grn_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_khemri_grn_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_kislev_5_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_kislev_5_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_outpostnorsca_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_emp_outpostnorsca_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_vmp_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_vmp_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_kislev_2_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_kislev_2_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_lzd_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_lzd_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_skv_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_skv_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_hef_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_hef_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_dwf_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_dwf_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_khemri_skv_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_khemri_skv_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_outpostnorsca_minor_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_outpostnorsca_minor_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_colony_minor_wef_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_colony_minor_wef_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_settlement_major_4_coast_skarsnik  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_major_4_coast_skarsnik', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_settlement_major_coast_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_settlement_major_coast_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_wef_settlement_major_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_wef_settlement_major_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_smith_2  TO  wh_main_effect_technology_research_points	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_dwf_smith_2', 'effect_scope': 'faction_to_faction_own_unseen', 'effect': 'wh_main_effect_technology_research_points', 'value': '25', 'value_ruined': '0', 'value_damaged': '20'}
EK:  wh2_main_hef_settlement_minor_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_hef_settlement_minor_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
